# x,y
1.594782549639224278e+00,2.646433918272030894e+00
8.488887676943386751e+00,4.598199674413108617e+00
3.611694332632970017e+00,3.243434090169800221e+00
3.764175374195711576e+00,2.985301011333856724e+00
7.792190818982625000e-01,2.635755928453882291e+00
7.634784668956359432e+00,4.352523428124856153e+00
4.471337152633046763e+00,3.037332350297500483e+00
8.450554283010024648e+00,4.742678164809521313e+00
2.306572050016289843e+00,2.764210718716761495e+00
7.056726438528500900e+00,4.065849484152574966e+00
7.845209656255588193e+00,4.503250727284661359e+00
1.170675608519436972e+00,2.601194474717131833e+00
9.366472901451494693e-01,2.512073791807495571e+00
9.024983533857495743e+00,5.272763040355158637e+00
1.695507796034183556e+00,2.845392503096966674e+00
9.458542507119839016e+00,5.343088425769743743e+00
3.763347981843208068e+00,3.049711798712733124e+00
2.454898015526199906e+00,2.816164205960379086e+00
1.599772560130802157e+00,2.821304846596833116e+00
5.726402593714775335e+00,3.607490675292487126e+00
